3195034	4598522	6
3741948	1011644	7
2621034	2063655	7
2840354	483789	6
3439600	920867	4
3598045	804258	6
3680995	1339289	6
4799752	1159894	6
1959856	3037931	5
3718886	2079104	7
99598	155875	5
841235	3773208	5
2955794	2439281	7
3754675	1182191	6
4593482	3076197	8
1071792	1142420	6
3666863	2075643	6
3512155	2582518	4
2092485	4344072	7
3535078	1044232	8
1137869	1967627	6
4315108	2692674	7
2720858	329767	6
2959341	1671967	6
198827	3725466	6
1711024	979372	6
4943995	3192230	9
3287994	3304649	6
3420230	3534665	6
3831095	4375531	6
4452428	3223482	7
3327483	2063418	5
3919107	3193036	6
2928403	610086	6
2627516	2306797	6
1062701	169415	7
3321532	899327	5
3754492	441453	7
1013448	3327236	6
3471007	1498349	5
437349	1329295	6
1543110	456777	5
3686764	2755605	5
1143679	4418365	6
346832	1991988	6
3827866	3373771	7
3542767	36663	4
3667963	4746569	6
2209145	2420492	7
2782311	3986118	5
35035	3597856	8
3389060	3192956	6
4004614	3260531	8
3193200	3456315	7
2608347	4039408	6
734708	2858149	5
2662940	1059329	6
2295770	2696166	6
2230835	38645	5
729341	1352259	5
1770151	3279720	8
3379139	211487	5
2842589	28397	4
2813175	3173156	7
959154	2027391	7
2132854	32768	5
1450267	998666	6
4948429	3872898	7
2524559	2486754	10
514470	4568365	5
2087044	3040	5
452037	3079394	7
3784357	1711196	5
3835002	3145584	7
3977024	2041967	5
3322607	380415	6
2017576	818256	6
3314041	2455059	6
3257109	2808538	5
4753848	4889948	5
2418211	113309	5
3942481	2143699	6
2872925	45774	4
2214903	2221976	6
4083101	2495750	6
4913783	1456296	5
4568248	211464	5
3133725	4025740	6
3168585	3341689	6
2082417	1985525	5
3186082	999619	6
3194922	3598784	8
4655315	327722	4
980658	3305254	8
3251384	4398437	5
3510272	1006357	7
4234424	2070883	8
4387353	121715	6
1064322	4620718	4
4349073	2577815	8
432478	2203427	5
2756054	1010844	6
4075742	1690639	6
99950	4809000	5
2690970	384537	4
3048643	3516131	6
1595335	41397	4
2520417	4921247	7
3697584	370722	6
4552870	239382	4
3502868	860607	7
4228164	4017704	5
944311	1607	5
76754	2818	4
2233614	3185028	7
32451	1855831	6
2219635	1885588	7
3703387	2082980	6
2681556	1690182	5
441972	4366313	4
3759906	3035208	5
1987405	2713031	6
1243783	2323407	5
3436445	3163152	5
135395	155406	6
2471838	571777	5
3761774	1041795	5
554739	1427892	6
3906588	2498177	7
4008613	427073	6
3238095	2084560	6
524989	2287985	7
883289	1756229	6
2453868	985581	6
3724037	3410933	7
2233609	3154792	7
45967	1034343	7
2948244	1401009	7
400356	114714	5
3135301	2323873	6
2469339	3311906	7
3558501	3186834	8
2934628	3954392	6
85569	2333579	7
1071104	2202487	6
694155	3934059	8
102995	3010880	6
1189422	2196118	6
2596811	4950813	7
2669824	1165865	7
1340253	1761427	5
3167065	2070920	7
1249874	118859	6
3670912	3799523	7
1237000	2082574	5
3248924	1300787	7
2551653	4862820	5
4770272	4348597	5
3563700	3279948	7
3982853	2902379	6
3204330	2539067	8
3672163	3015714	6
1976144	280895	4
3927124	3614780	5
1349124	3585316	6
1005574	1033627	5
2525273	1741654	6
768501	1352043	5
2558336	2026246	6
3166644	3162223	5
719133	937688	5
331591	3326597	8
504589	3288995	6
3413202	2783930	6
3151048	3899157	5
1230322	2444290	7
90348	890055	6
3477335	911878	7
3157959	290213	6
3947132	1502399	6
1001127	953565	5
3154210	1302431	6
2672669	135324	5
3792732	1536344	6
2899071	3544277	8
3948579	2869622	8
1975476	880701	5
2249434	3771580	5
712774	446711	6
3452877	3482445	7
3666746	1977161	7
1169578	532305	4
3395059	2556949	7
3698826	1014253	6
1637451	381477	5
2936932	4427247	6
2274864	2335445	7
3067524	1351316	6
1978729	2996589	5
1789547	887411	5
1236065	4068803	5
2683359	3481239	8
1245609	3946012	8
3923275	285628	6
4607212	10684	5
1978841	2407511	9
3465919	2029011	5
3553533	2677818	8
