2882215	3543709	8
3157602	122101	6
1667024	779970	6
1528791	781665	5
2756892	2534097	6
2479654	787619	6
3303247	907469	6
3261395	1050310	8
2781991	2537622	5
1608316	2537362	6
2460234	1052490	7
3948466	1875078	5
2100197	292520	5
398968	2436395	8
1154428	2418401	8
2623684	908674	6
4456974	1253183	6
3635308	2699869	7
1326696	2556125	8
3150006	2534498	6
3037415	319803	6
1964210	852740	6
109947	162018	6
3692992	2761407	8
1865138	3148391	7
3252803	908771	6
409684	1602834	5
2444898	26858	5
2761954	1391419	5
3453994	4179293	6
275795	2450286	8
1979927	3267666	6
3485183	2032319	6
3417227	2249925	7
3476255	2971519	7
2832686	1260049	5
4004212	1306317	6
2895985	2438378	8
4037559	2432345	8
327163	2006658	7
2872812	720837	5
3423312	4753024	7
3356046	257793	5
21830	1131326	5
327557	1982713	6
2772797	18831	7
3066059	2333587	5
3339347	2164766	5
1088464	3012891	7
1263878	2308443	6
1760763	2113585	7
4052601	808333	5
2560374	4612556	7
2248363	4368635	8
21751	3637350	5
1276275	1409149	5
541001	1910538	6
2249606	3945721	9
1101121	2496283	7
1956383	3948628	7
2557364	3496536	7
1395773	506383	7
259147	1477866	4
3186821	3311125	6
4086821	3174214	9
3008545	898124	6
3074240	1456875	7
3284025	180232	5
2485443	1742648	7
3484924	873319	6
1126534	2067531	8
4326388	3074199	7
3054759	3406220	8
3731301	2992077	5
2900958	38967	4
3352010	671384	7
3928904	915607	6
501923	2580399	10
3025599	4923559	5
56682	3030223	4
2866279	2286924	7
2590026	82067	6
637930	3856079	6
789015	3152594	9
1029937	3153459	9
4398631	252059	6
3071625	852922	6
4598382	4450357	6
783181	2706871	7
375128	2021244	6
1909963	4075526	5
339597	224581	5
2763544	716561	6
4066389	2865418	8
3515571	1564180	6
3640614	10367	5
1938719	568491	6
3664910	3070848	7
110684	1060624	6
3234819	1710502	8
