3966145	243144	6
2622373	2904332	6
3676267	4823694	7
2538668	351922	6
3373311	421959	5
2213190	3911761	7
568931	1103590	5
4071135	2311108	5
434703	120568	6
3496951	3380756	7
2890356	2894585	6
4442225	724490	6
3731284	2335599	8
2844836	2663986	9
2469307	3012304	7
3366165	1599422	7
4267979	3922398	8
108021	2664338	7
1834747	1555986	6
1818887	297118	6
1349374	2641078	9
4382152	1057136	5
2622843	2883816	7
2060536	4938141	6
2694476	2666881	7
4770669	4600883	7
1234068	3875528	7
3561042	2549272	6
3386677	3952240	5
1011237	1386612	6
4355579	3960148	5
1321794	119236	5
715001	2966897	5
4845107	3078719	7
2440930	3930169	7
2576521	3158160	8
3352947	2848367	8
606800	1020947	7
4079601	858460	6
3414428	460238	6
3051264	4322022	6
1805178	114311	5
3620549	729204	6
230772	668373	6
4002744	3613311	6
2448747	2484980	6
2307799	9491	4
2687620	1119415	6
1422809	3158760	10
3280687	424328	7
2636478	3257153	7
2163949	1127889	5
3157761	3494678	8
1037904	1204515	6
2596867	461222	6
4375999	2876243	6
3292801	452655	6
3368962	537982	8
3833215	452307	6
2691651	1139731	6
3421343	2469085	5
4541240	3071341	8
4811320	391717	7
3704912	1033716	8
3373979	1543607	6
1656185	4777332	5
1900269	50034	3
272278	2129488	6
3509266	1129415	7
3623098	3326883	8
2205738	2314713	7
3165386	347873	5
3889434	83446	5
719751	1640037	5
4730227	1334819	7
3369815	1336861	8
4770074	1034458	7
3319525	3222170	7
3925415	14566	5
1487524	3155421	9
2628034	3557852	7
989766	2683060	9
3932567	878253	6
2609723	2016238	5
3231399	1911257	7
2874980	1948662	6
3162972	89044	6
3008655	2807176	5
4743511	2055419	6
4587176	688148	6
2624037	1016705	7
3648978	2335125	7
3367720	3074628	6
2546462	4324514	7
2977764	1451165	7
2467031	2627737	7
2234602	1001323	7
901918	3546881	7
3506551	566702	7
3663110	4901977	4
