2439613	3592070	7
3276938	1133026	5
420549	4740118	7
3332464	3920021	6
649057	1301101	5
4076590	1992272	6
1089539	3193875	8
3770763	1900238	5
4818330	2702628	6
3202492	2319197	6
3507873	729902	6
3201562	3935099	7
861662	4814985	6
1536781	1416482	6
2452234	2228726	6
3478368	4023329	6
995858	3939226	8
884289	3948395	7
3434235	1782596	7
3154184	1538289	6
2772769	3118844	7
3936785	2424693	6
2595060	2939683	6
1474856	3070442	7
3393377	3758892	6
2869724	3594216	7
787310	2415086	8
2281075	1093090	5
1526537	4752596	8
625347	3013570	5
1282182	4006601	8
4569138	3036923	6
952437	1763573	6
2564600	1641167	7
3880217	397755	6
3630608	4759466	8
436075	998675	4
3393300	3179267	9
3457179	2999487	4
3629460	427022	7
2652598	2012537	5
2536382	3931188	7
2656965	1851831	7
3663872	7775	5
2660435	1347470	6
694368	1137332	5
1526429	4330267	4
942504	120095	4
36163	4496428	8
657564	421433	5
1882855	887889	6
962558	1594303	5
2621736	3945952	6
3647983	4034345	6
3513990	1071789	5
34945	3505566	7
430165	405517	5
3227987	3914697	7
3283425	1053349	6
3363692	499199	6
989773	856642	5
3625503	3073700	7
1077955	429155	5
2807019	443080	5
2092961	1032313	7
4519665	3421372	7
3997724	2812336	6
890261	467393	6
134855	1370656	5
2193461	3266731	7
2598880	3300010	6
2329470	3272165	7
3598646	4413178	6
3506116	1351438	6
1659454	854770	7
4053714	2696318	7
3629871	1599665	5
3512864	1352134	6
1790428	1906443	4
2066502	398245	6
3158302	3189305	8
2761242	1577023	6
3980702	1447170	6
3488513	2332590	5
3043896	2042578	5
4071334	151298	5
905470	3710304	7
3948398	630591	6
3349652	206153	6
3483100	4407268	7
2578641	1381843	5
132899	3339078	7
3487595	3951549	5
3278609	2456293	7
7578	365218	5
3065915	913703	5
233594	3191581	7
3335800	169600	5
50452	3984715	6
472199	3378961	6
